Name,# Nucleotide Sequences With Mates,# Nucleotides,# Sequences,%GC,Created Date,Description,Imported From: Filename,Imported From: Path,Max Sequence Length,Min Sequence Length,Modified,SequenceListOrderingRevisionNumber,Size,URN
Gasterosteus_aculeatus.groupXVII.1718678.1721385,0,91092,39,54.5%,Thu Jul 02 10:27:18 PDT 2020,,Gasterosteus_aculeatus.groupXVII.1718678.1721385.fas,F:\Temnocora\Exon\assemble_result\nf,2703,2169,Thu Jul 02 10:27:18 PDT 2020,0,97 KB,urn:local:.:5di-c44nuir
Gasterosteus_aculeatus.groupXVIII.9587308.9587029,0,10524,39,57.3%,Thu Jul 02 10:27:20 PDT 2020,,Gasterosteus_aculeatus.groupXVIII.9587308.9587029.fas,F:\Temnocora\Exon\assemble_result\nf,279,228,Thu Jul 02 10:27:20 PDT 2020,0,17 KB,urn:local:.:5j6-c44nunc
Gasterosteus_aculeatus.groupXX.4063688.4064160,0,17013,39,58.2%,Thu Jul 02 10:27:21 PDT 2020,,Gasterosteus_aculeatus.groupXX.4063688.4064160.fas,F:\Temnocora\Exon\assemble_result\nf,468,384,Thu Jul 02 10:27:21 PDT 2020,0,24 KB,urn:local:.:5ml-c44nuqj
Oryzias_latipes.9.2010542.2010738,0,7311,39,64.9%,Thu Jul 02 10:27:43 PDT 2020,,Oryzias_latipes.9.2010542.2010738.fas,F:\Temnocora\Exon\assemble_result\nf,192,162,Thu Jul 02 10:27:43 PDT 2020,0,14 KB,urn:local:.:7mc-c44nwf9
Oryzias_latipes.9.18420222.18420053,0,6192,39,51.2%,Thu Jul 02 10:27:42 PDT 2020,,Oryzias_latipes.9.18420222.18420053.fas,F:\Temnocora\Exon\assemble_result\nf,165,132,Thu Jul 02 10:27:42 PDT 2020,0,13 KB,urn:local:.:7ll-c44nweo
Oryzias_latipes.15.2253749.2253882,0,4881,39,57.6%,Thu Jul 02 10:27:28 PDT 2020,,Oryzias_latipes.15.2253749.2253882.fas,F:\Temnocora\Exon\assemble_result\nf,132,111,Thu Jul 02 10:27:28 PDT 2020,0,12 KB,urn:local:.:6bx-c44nvbs
Oryzias_latipes.19.1934727.1934466,0,9936,39,64.6%,Thu Jul 02 10:27:31 PDT 2020,,Oryzias_latipes.19.1934727.1934466.fas,F:\Temnocora\Exon\assemble_result\nf,261,216,Thu Jul 02 10:27:31 PDT 2020,0,17 KB,urn:local:.:6k9-c44nviq
Tetraodon_nigroviridis.1.16786638.16786310,0,8670,39,52.6%,Thu Jul 02 10:27:45 PDT 2020,,Tetraodon_nigroviridis.1.16786638.16786310.fas,F:\Temnocora\Exon\assemble_result\nf,228,186,Thu Jul 02 10:27:45 PDT 2020,0,16 KB,urn:local:.:7vr-c44nwn7
Tetraodon_nigroviridis.6.4988546.4989358,0,19356,39,41.6%,Thu Jul 02 10:28:00 PDT 2020,,Tetraodon_nigroviridis.6.4988546.4989358.fas,F:\Temnocora\Exon\assemble_result\nf,549,438,Thu Jul 02 10:28:00 PDT 2020,0,26 KB,urn:local:.:97x-c44nxrc
Tetraodon_nigroviridis.14.1357321.1357108,0,7530,39,53.2%,Thu Jul 02 10:27:50 PDT 2020,,Tetraodon_nigroviridis.14.1357321.1357108.fas,F:\Temnocora\Exon\assemble_result\nf,204,165,Thu Jul 02 10:27:50 PDT 2020,0,14 KB,urn:local:.:8b9-c44nx05
Tetraodon_nigroviridis.14.1552416.1552546,0,4914,39,54.4%,Thu Jul 02 10:27:50 PDT 2020,,Tetraodon_nigroviridis.14.1552416.1552546.fas,F:\Temnocora\Exon\assemble_result\nf,129,105,Thu Jul 02 10:27:50 PDT 2020,0,12 KB,urn:local:.:8bi-c44nx0d
Tetraodon_nigroviridis.17.11147377.11147584,0,7788,39,60.0%,Thu Jul 02 10:27:53 PDT 2020,,Tetraodon_nigroviridis.17.11147377.11147584.fas,F:\Temnocora\Exon\assemble_result\nf,204,168,Thu Jul 02 10:27:53 PDT 2020,0,15 KB,urn:local:.:8j3-c44nx6v
Tetraodon_nigroviridis.Un_random.37850336.37850158,0,4533,39,51.6%,Thu Jul 02 10:28:05 PDT 2020,,Tetraodon_nigroviridis.Un_random.37850336.37850158.fas,F:\Temnocora\Exon\assemble_result\nf,126,102,Thu Jul 02 10:28:05 PDT 2020,0,12 KB,urn:local:.:9pf-c44ny6n
Danio_rerio.5.20731216.20730382,0,18477,40,64.1%,Thu Jul 02 10:26:46 PDT 2020,,Danio_rerio.5.20731216.20730382.fas,F:\Temnocora\Exon\assemble_result\nf,480,387,Thu Jul 02 10:26:46 PDT 2020,0,25 KB,urn:local:.:2ec-c44ns0u
Danio_rerio.6.2240756.2240896,0,5394,40,58.6%,Thu Jul 02 10:26:47 PDT 2020,,Danio_rerio.6.2240756.2240896.fas,F:\Temnocora\Exon\assemble_result\nf,141,117,Thu Jul 02 10:26:47 PDT 2020,0,13 KB,urn:local:.:2ki-c44ns5z
Danio_rerio.7.51857227.51857443,0,8307,40,61.1%,Thu Jul 02 10:26:49 PDT 2020,,Danio_rerio.7.51857227.51857443.fas,F:\Temnocora\Exon\assemble_result\nf,213,177,Thu Jul 02 10:26:49 PDT 2020,0,15 KB,urn:local:.:2qr-c44nsaz
Danio_rerio.16.34887137.34886924,0,8301,40,64.1%,Thu Jul 02 10:26:30 PDT 2020,,Danio_rerio.16.34887137.34886924.fas,F:\Temnocora\Exon\assemble_result\nf,213,171,Thu Jul 02 10:26:30 PDT 2020,0,15 KB,urn:local:.:10f-c44nqto
Danio_rerio.17.33505893.33506057,0,6264,40,61.4%,Thu Jul 02 10:26:32 PDT 2020,,Danio_rerio.17.33505893.33506057.fas,F:\Temnocora\Exon\assemble_result\nf,165,135,Thu Jul 02 10:26:32 PDT 2020,0,13 KB,urn:local:.:16u-c44nqyz
Gasterosteus_aculeatus.groupII.2322595.2322817,0,8544,40,60.2%,Thu Jul 02 10:26:56 PDT 2020,,Gasterosteus_aculeatus.groupII.2322595.2322817.fas,F:\Temnocora\Exon\assemble_result\nf,222,180,Thu Jul 02 10:26:56 PDT 2020,0,16 KB,urn:local:.:3dl-c44nsug
Gasterosteus_aculeatus.groupII.8639038.8638889,0,5724,40,46.8%,Thu Jul 02 10:26:57 PDT 2020,,Gasterosteus_aculeatus.groupII.8639038.8638889.fas,F:\Temnocora\Exon\assemble_result\nf,147,120,Thu Jul 02 10:26:57 PDT 2020,0,13 KB,urn:local:.:3f3-c44nsvo
Gasterosteus_aculeatus.groupIII.9344171.9344023,0,5547,40,48.8%,Thu Jul 02 10:26:58 PDT 2020,,Gasterosteus_aculeatus.groupIII.9344171.9344023.fas,F:\Temnocora\Exon\assemble_result\nf,144,132,Thu Jul 02 10:26:58 PDT 2020,0,13 KB,urn:local:.:3il-c44nsyk
Gasterosteus_aculeatus.groupIX.20057148.20057287,0,5361,40,62.7%,Thu Jul 02 10:27:00 PDT 2020,,Gasterosteus_aculeatus.groupIX.20057148.20057287.fas,F:\Temnocora\Exon\assemble_result\nf,138,111,Thu Jul 02 10:27:00 PDT 2020,0,13 KB,urn:local:.:3ql-c44nt5b
Gasterosteus_aculeatus.groupVI.6219469.6219319,0,5436,40,54.1%,Thu Jul 02 10:27:03 PDT 2020,,Gasterosteus_aculeatus.groupVI.6219469.6219319.fas,F:\Temnocora\Exon\assemble_result\nf,147,120,Thu Jul 02 10:27:03 PDT 2020,0,13 KB,urn:local:.:3z0-c44ntcg
Gasterosteus_aculeatus.groupVII.2673721.2673501,0,8556,40,62.6%,Thu Jul 02 10:27:04 PDT 2020,,Gasterosteus_aculeatus.groupVII.2673721.2673501.fas,F:\Temnocora\Exon\assemble_result\nf,219,177,Thu Jul 02 10:27:04 PDT 2020,0,16 KB,urn:local:.:44i-c44nth3
Gasterosteus_aculeatus.groupXI.591033.590815,0,8523,40,68.7%,Thu Jul 02 10:27:07 PDT 2020,,Gasterosteus_aculeatus.groupXI.591033.590815.fas,F:\Temnocora\Exon\assemble_result\nf,219,180,Thu Jul 02 10:27:07 PDT 2020,0,16 KB,urn:local:.:4e6-c44ntp7
Gasterosteus_aculeatus.groupXII.11274441.11275009,0,21306,40,50.6%,Thu Jul 02 10:27:08 PDT 2020,,Gasterosteus_aculeatus.groupXII.11274441.11275009.fas,F:\Temnocora\Exon\assemble_result\nf,549,441,Thu Jul 02 10:27:08 PDT 2020,0,28 KB,urn:local:.:4gr-c44ntrc
Gasterosteus_aculeatus.groupXII.11993992.11993689,0,10893,40,53.1%,Thu Jul 02 10:27:08 PDT 2020,,Gasterosteus_aculeatus.groupXII.11993992.11993689.fas,F:\Temnocora\Exon\assemble_result\nf,276,237,Thu Jul 02 10:27:08 PDT 2020,0,18 KB,urn:local:.:4gx-c44ntrh
Gasterosteus_aculeatus.groupXIII.18077781.18077634,0,4845,40,52.3%,Thu Jul 02 10:27:11 PDT 2020,,Gasterosteus_aculeatus.groupXIII.18077781.18077634.fas,F:\Temnocora\Exon\assemble_result\nf,123,102,Thu Jul 02 10:27:11 PDT 2020,0,12 KB,urn:local:.:4px-c44ntz2
Gasterosteus_aculeatus.groupXIV.3430390.3430001,0,15135,40,58.9%,Thu Jul 02 10:27:12 PDT 2020,,Gasterosteus_aculeatus.groupXIV.3430390.3430001.fas,F:\Temnocora\Exon\assemble_result\nf,390,327,Thu Jul 02 10:27:12 PDT 2020,0,22 KB,urn:local:.:4u9-c44nu2v
Oryzias_latipes.9.12884654.12884472,0,6729,40,57.9%,Thu Jul 02 10:27:42 PDT 2020,,Oryzias_latipes.9.12884654.12884472.fas,F:\Temnocora\Exon\assemble_result\nf,180,144,Thu Jul 02 10:27:42 PDT 2020,0,14 KB,urn:local:.:7kl-c44nwdu
Oryzias_latipes.15.28694419.28694815,0,13392,40,58.3%,Thu Jul 02 10:27:29 PDT 2020,,Oryzias_latipes.15.28694419.28694815.fas,F:\Temnocora\Exon\assemble_result\nf,369,321,Thu Jul 02 10:27:29 PDT 2020,0,20 KB,urn:local:.:6cu-c44nvcm
Oryzias_latipes.16.9649520.9649730,0,8151,40,61.1%,Thu Jul 02 10:27:30 PDT 2020,,Oryzias_latipes.16.9649520.9649730.fas,F:\Temnocora\Exon\assemble_result\nf,210,168,Thu Jul 02 10:27:30 PDT 2020,0,15 KB,urn:local:.:6fo-c44nvey
Oryzias_latipes.20.1054562.1054708,0,5505,40,61.4%,Thu Jul 02 10:27:32 PDT 2020,,Oryzias_latipes.20.1054562.1054708.fas,F:\Temnocora\Exon\assemble_result\nf,144,117,Thu Jul 02 10:27:32 PDT 2020,0,13 KB,urn:local:.:6mi-c44nvkl
Tetraodon_nigroviridis.7.10734222.10734098,0,4734,40,60.4%,Thu Jul 02 10:28:00 PDT 2020,,Tetraodon_nigroviridis.7.10734222.10734098.fas,F:\Temnocora\Exon\assemble_result\nf,123,105,Thu Jul 02 10:28:00 PDT 2020,0,12 KB,urn:local:.:98i-c44nxrt
Tetraodon_nigroviridis.14.5250990.5250858,0,5163,40,55.3%,Thu Jul 02 10:27:51 PDT 2020,,Tetraodon_nigroviridis.14.5250990.5250858.fas,F:\Temnocora\Exon\assemble_result\nf,132,108,Thu Jul 02 10:27:51 PDT 2020,0,12 KB,urn:local:.:8d6-c44nx20
Danio_rerio.1.46425056.46425217,0,6393,41,62.1%,Thu Jul 02 10:26:13 PDT 2020,,Danio_rerio.1.46425056.46425217.fas,F:\Temnocora\Exon\assemble_result\nf,162,132,Thu Jul 02 10:26:13 PDT 2020,0,14 KB,urn:local:.:3l-c44nph7
Danio_rerio.6.23710138.23711977,0,34947,41,57.6%,Thu Jul 02 10:26:48 PDT 2020,,Danio_rerio.6.23710138.23711977.fas,F:\Temnocora\Exon\assemble_result\nf,864,747,Thu Jul 02 10:26:48 PDT 2020,0,42 KB,urn:local:.:2l0-c44ns6d
Danio_rerio.7.34461633.34461506,0,5121,41,42.2%,Thu Jul 02 10:26:49 PDT 2020,,Danio_rerio.7.34461633.34461506.fas,F:\Temnocora\Exon\assemble_result\nf,126,114,Thu Jul 02 10:26:49 PDT 2020,0,12 KB,urn:local:.:2px-c44nsac
Danio_rerio.14.7329116.7328983,0,5292,41,45.0%,Thu Jul 02 10:26:27 PDT 2020,,Danio_rerio.14.7329116.7328983.fas,F:\Temnocora\Exon\assemble_result\nf,132,108,Thu Jul 02 10:26:27 PDT 2020,0,13 KB,urn:local:.:s6-c44nqmn
Danio_rerio.18.7853648.7853423,0,4665,41,49.7%,Thu Jul 02 10:26:34 PDT 2020,,Danio_rerio.18.7853648.7853423.fas,F:\Temnocora\Exon\assemble_result\nf,117,99,Thu Jul 02 10:26:34 PDT 2020,0,12 KB,urn:local:.:1df-c44nr4k
Danio_rerio.21.4861302.4861431,0,5187,41,56.0%,Thu Jul 02 10:26:38 PDT 2020,,Danio_rerio.21.4861302.4861431.fas,F:\Temnocora\Exon\assemble_result\nf,129,105,Thu Jul 02 10:26:38 PDT 2020,0,13 KB,urn:local:.:1so-c44nrgw
Danio_rerio.22.25513370.25513227,0,5778,41,57.1%,Thu Jul 02 10:26:39 PDT 2020,,Danio_rerio.22.25513370.25513227.fas,F:\Temnocora\Exon\assemble_result\nf,144,120,Thu Jul 02 10:26:39 PDT 2020,0,13 KB,urn:local:.:1uu-c44nrix
Danio_rerio.24.37474004.37474276,0,10872,41,56.7%,Thu Jul 02 10:26:41 PDT 2020,,Danio_rerio.24.37474004.37474276.fas,F:\Temnocora\Exon\assemble_result\nf,267,231,Thu Jul 02 10:26:41 PDT 2020,0,18 KB,urn:local:.:22o-c44nrpd
Danio_rerio.Zv9_NA372.184977.184818,0,6279,41,56.5%,Thu Jul 02 10:26:53 PDT 2020,,Danio_rerio.Zv9_NA372.184977.184818.fas,F:\Temnocora\Exon\assemble_result\nf,159,129,Thu Jul 02 10:26:53 PDT 2020,0,14 KB,urn:local:.:33x-c44nsm0
Gasterosteus_aculeatus.groupI.7631289.7631515,0,8787,41,62.5%,Thu Jul 02 10:26:55 PDT 2020,,Gasterosteus_aculeatus.groupI.7631289.7631515.fas,F:\Temnocora\Exon\assemble_result\nf,216,192,Thu Jul 02 10:26:55 PDT 2020,0,16 KB,urn:local:.:3ac-c44nsrh
Gasterosteus_aculeatus.groupIV.9032029.9031165,0,32031,41,45.6%,Thu Jul 02 10:26:59 PDT 2020,,Gasterosteus_aculeatus.groupIV.9032029.9031165.fas,F:\Temnocora\Exon\assemble_result\nf,831,660,Thu Jul 02 10:26:59 PDT 2020,0,39 KB,urn:local:.:3no-c44nt2p
Gasterosteus_aculeatus.groupVIII.17358369.17358523,0,5808,41,56.3%,Thu Jul 02 10:27:05 PDT 2020,,Gasterosteus_aculeatus.groupVIII.17358369.17358523.fas,F:\Temnocora\Exon\assemble_result\nf,147,120,Thu Jul 02 10:27:05 PDT 2020,0,13 KB,urn:local:.:489-c44ntk6
Gasterosteus_aculeatus.groupXIII.18893505.18893702,0,7158,41,64.3%,Thu Jul 02 10:27:11 PDT 2020,,Gasterosteus_aculeatus.groupXIII.18893505.18893702.fas,F:\Temnocora\Exon\assemble_result\nf,183,147,Thu Jul 02 10:27:11 PDT 2020,0,14 KB,urn:local:.:4q3-c44ntz7
Gasterosteus_aculeatus.groupXIV.3629269.3629087,0,5757,41,61.5%,Thu Jul 02 10:27:12 PDT 2020,,Gasterosteus_aculeatus.groupXIV.3629269.3629087.fas,F:\Temnocora\Exon\assemble_result\nf,147,120,Thu Jul 02 10:27:12 PDT 2020,0,13 KB,urn:local:.:4uf-c44nu30
Oryzias_latipes.2.5009249.5009116,0,5304,41,46.8%,Thu Jul 02 10:27:32 PDT 2020,,Oryzias_latipes.2.5009249.5009116.fas,F:\Temnocora\Exon\assemble_result\nf,132,111,Thu Jul 02 10:27:32 PDT 2020,0,13 KB,urn:local:.:6mc-c44nvkg
Oryzias_latipes.3.4625347.4625127,0,8715,41,65.6%,Thu Jul 02 10:27:37 PDT 2020,,Oryzias_latipes.3.4625347.4625127.fas,F:\Temnocora\Exon\assemble_result\nf,225,171,Thu Jul 02 10:27:37 PDT 2020,0,16 KB,urn:local:.:73x-c44nvzk
Oryzias_latipes.13.9839322.9840374,0,20364,41,54.3%,Thu Jul 02 10:27:27 PDT 2020,,Oryzias_latipes.13.9839322.9840374.fas,F:\Temnocora\Exon\assemble_result\nf,513,411,Thu Jul 02 10:27:27 PDT 2020,0,27 KB,urn:local:.:68o-c44nv96
Tetraodon_nigroviridis.1.11054556.11054414,0,5484,41,51.1%,Thu Jul 02 10:27:45 PDT 2020,,Tetraodon_nigroviridis.1.11054556.11054414.fas,F:\Temnocora\Exon\assemble_result\nf,141,114,Thu Jul 02 10:27:45 PDT 2020,0,13 KB,urn:local:.:7ti-c44nwky
Tetraodon_nigroviridis.5.5123796.5123610,0,7101,41,57.1%,Thu Jul 02 10:27:59 PDT 2020,,Tetraodon_nigroviridis.5.5123796.5123610.fas,F:\Temnocora\Exon\assemble_result\nf,177,147,Thu Jul 02 10:27:59 PDT 2020,0,14 KB,urn:local:.:95x-c44nxpl
Tetraodon_nigroviridis.5.12477643.12477511,0,5175,41,66.6%,Thu Jul 02 10:27:59 PDT 2020,,Tetraodon_nigroviridis.5.12477643.12477511.fas,F:\Temnocora\Exon\assemble_result\nf,132,108,Thu Jul 02 10:27:59 PDT 2020,0,13 KB,urn:local:.:94o-c44nxol
Tetraodon_nigroviridis.14.9802800.9802642,0,6129,41,63.2%,Thu Jul 02 10:27:51 PDT 2020,,Tetraodon_nigroviridis.14.9802800.9802642.fas,F:\Temnocora\Exon\assemble_result\nf,156,126,Thu Jul 02 10:27:51 PDT 2020,0,13 KB,urn:local:.:8ex-c44nx3h
Tetraodon_nigroviridis.19.2032318.2032148,0,6816,41,56.6%,Thu Jul 02 10:27:55 PDT 2020,,Tetraodon_nigroviridis.19.2032318.2032148.fas,F:\Temnocora\Exon\assemble_result\nf,171,141,Thu Jul 02 10:27:55 PDT 2020,0,14 KB,urn:local:.:8pf-c44nxcg
Tetraodon_nigroviridis.Un_random.2323277.2323413,0,5424,41,65.3%,Thu Jul 02 10:28:04 PDT 2020,,Tetraodon_nigroviridis.Un_random.2323277.2323413.fas,F:\Temnocora\Exon\assemble_result\nf,135,108,Thu Jul 02 10:28:04 PDT 2020,0,13 KB,urn:local:.:9li-c44ny39
Tetraodon_nigroviridis.Un_random.34867717.34867552,0,6405,41,61.3%,Thu Jul 02 10:28:05 PDT 2020,,Tetraodon_nigroviridis.Un_random.34867717.34867552.fas,F:\Temnocora\Exon\assemble_result\nf,165,135,Thu Jul 02 10:28:05 PDT 2020,0,14 KB,urn:local:.:9of-c44ny5m
Danio_rerio.6.59720715.59720938,0,9072,42,64.9%,Thu Jul 02 10:26:48 PDT 2020,,Danio_rerio.6.59720715.59720938.fas,F:\Temnocora\Exon\assemble_result\nf,222,180,Thu Jul 02 10:26:48 PDT 2020,0,17 KB,urn:local:.:2no-c44ns8j
Danio_rerio.7.27972944.27973258,0,12747,42,55.3%,Thu Jul 02 10:26:49 PDT 2020,,Danio_rerio.7.27972944.27973258.fas,F:\Temnocora\Exon\assemble_result\nf,315,252,Thu Jul 02 10:26:49 PDT 2020,0,20 KB,urn:local:.:2pf-c44ns9y
Danio_rerio.7.57690264.57690653,0,16347,42,60.7%,Thu Jul 02 10:26:49 PDT 2020,,Danio_rerio.7.57690264.57690653.fas,F:\Temnocora\Exon\assemble_result\nf,393,369,Thu Jul 02 10:26:49 PDT 2020,0,24 KB,urn:local:.:2r9-c44nsbe
Danio_rerio.12.18981886.18982142,0,10134,42,58.7%,Thu Jul 02 10:26:23 PDT 2020,,Danio_rerio.12.18981886.18982142.fas,F:\Temnocora\Exon\assemble_result\nf,252,204,Thu Jul 02 10:26:23 PDT 2020,0,18 KB,urn:local:.:cr-c44nq99
Danio_rerio.14.12446796.12446938,0,5796,42,54.6%,Thu Jul 02 10:26:27 PDT 2020,,Danio_rerio.14.12446796.12446938.fas,F:\Temnocora\Exon\assemble_result\nf,141,117,Thu Jul 02 10:26:27 PDT 2020,0,13 KB,urn:local:.:pi-c44nqjz
Danio_rerio.16.28635206.28633731,0,61101,42,58.4%,Thu Jul 02 10:26:30 PDT 2020,,Danio_rerio.16.28635206.28633731.fas,F:\Temnocora\Exon\assemble_result\nf,1497,1251,Thu Jul 02 10:26:30 PDT 2020,0,69 KB,urn:local:.:z3-c44nqsd
Danio_rerio.19.45319193.45319343,0,6132,42,61.0%,Thu Jul 02 10:26:35 PDT 2020,,Danio_rerio.19.45319193.45319343.fas,F:\Temnocora\Exon\assemble_result\nf,150,123,Thu Jul 02 10:26:35 PDT 2020,0,14 KB,urn:local:.:1gl-c44nr72
Danio_rerio.19.49803401.49803177,0,9222,42,64.8%,Thu Jul 02 10:26:35 PDT 2020,,Danio_rerio.19.49803401.49803177.fas,F:\Temnocora\Exon\assemble_result\nf,225,189,Thu Jul 02 10:26:35 PDT 2020,0,17 KB,urn:local:.:1hc-c44nr7o
Gasterosteus_aculeatus.groupVII.19638484.19639489,0,25683,42,60.0%,Thu Jul 02 10:27:04 PDT 2020,,Gasterosteus_aculeatus.groupVII.19638484.19639489.fas,F:\Temnocora\Exon\assemble_result\nf,648,516,Thu Jul 02 10:27:04 PDT 2020,0,33 KB,urn:local:.:433-c44ntfz
Gasterosteus_aculeatus.groupX.6446021.6445847,0,6945,42,66.8%,Thu Jul 02 10:27:06 PDT 2020,,Gasterosteus_aculeatus.groupX.6446021.6445847.fas,F:\Temnocora\Exon\assemble_result\nf,171,138,Thu Jul 02 10:27:06 PDT 2020,0,14 KB,urn:local:.:4b9-c44ntmy
Gasterosteus_aculeatus.groupXVII.5387144.5387293,0,5961,42,57.3%,Thu Jul 02 10:27:18 PDT 2020,,Gasterosteus_aculeatus.groupXVII.5387144.5387293.fas,F:\Temnocora\Exon\assemble_result\nf,147,126,Thu Jul 02 10:27:18 PDT 2020,0,13 KB,urn:local:.:5e9-c44nujb
Gasterosteus_aculeatus.scaffold_56.60512.60955,0,15561,42,57.4%,Thu Jul 02 10:27:24 PDT 2020,,Gasterosteus_aculeatus.scaffold_56.60512.60955.fas,F:\Temnocora\Exon\assemble_result\nf,450,363,Thu Jul 02 10:27:24 PDT 2020,0,23 KB,urn:local:.:5vi-c44nuyf
Gasterosteus_aculeatus.scaffold_156.34534.34319,0,8967,42,67.7%,Thu Jul 02 10:27:22 PDT 2020,,Gasterosteus_aculeatus.scaffold_156.34534.34319.fas,F:\Temnocora\Exon\assemble_result\nf,219,174,Thu Jul 02 10:27:22 PDT 2020,0,16 KB,urn:local:.:5ru-c44nuuw
Oryzias_latipes.1.37189599.37189776,0,7200,42,66.3%,Thu Jul 02 10:27:25 PDT 2020,,Oryzias_latipes.1.37189599.37189776.fas,F:\Temnocora\Exon\assemble_result\nf,177,144,Thu Jul 02 10:27:25 PDT 2020,0,15 KB,urn:local:.:5zx-c44nv1x
Oryzias_latipes.3.21058273.21057943,0,13062,42,62.6%,Thu Jul 02 10:27:37 PDT 2020,,Oryzias_latipes.3.21058273.21057943.fas,F:\Temnocora\Exon\assemble_result\nf,315,261,Thu Jul 02 10:27:37 PDT 2020,0,20 KB,urn:local:.:72u-c44nvyg
Oryzias_latipes.9.18271723.18272422,0,27597,42,60.8%,Thu Jul 02 10:27:42 PDT 2020,,Oryzias_latipes.9.18271723.18272422.fas,F:\Temnocora\Exon\assemble_result\nf,699,576,Thu Jul 02 10:27:42 PDT 2020,0,35 KB,urn:local:.:7li-c44nwel
Oryzias_latipes.15.24713390.24714063,0,27711,42,56.4%,Thu Jul 02 10:27:29 PDT 2020,,Oryzias_latipes.15.24713390.24714063.fas,F:\Temnocora\Exon\assemble_result\nf,690,546,Thu Jul 02 10:27:29 PDT 2020,0,35 KB,urn:local:.:6co-c44nvch
Oryzias_latipes.21.13254648.13254436,0,7230,42,64.8%,Thu Jul 02 10:27:32 PDT 2020,,Oryzias_latipes.21.13254648.13254436.fas,F:\Temnocora\Exon\assemble_result\nf,183,147,Thu Jul 02 10:27:32 PDT 2020,0,15 KB,urn:local:.:6p3-c44nvmp
Oryzias_latipes.24.17268449.17267960,0,19368,42,63.5%,Thu Jul 02 10:27:35 PDT 2020,,Oryzias_latipes.24.17268449.17267960.fas,F:\Temnocora\Exon\assemble_result\nf,474,381,Thu Jul 02 10:27:35 PDT 2020,0,27 KB,urn:local:.:6y6-c44nvuh
Tetraodon_nigroviridis.2.14306848.14307104,0,9921,42,48.2%,Thu Jul 02 10:27:56 PDT 2020,,Tetraodon_nigroviridis.2.14306848.14307104.fas,F:\Temnocora\Exon\assemble_result\nf,246,201,Thu Jul 02 10:27:56 PDT 2020,0,17 KB,urn:local:.:8su-c44nxf6
Tetraodon_nigroviridis.10.10772524.10770752,0,9108,42,53.2%,Thu Jul 02 10:27:46 PDT 2020,,Tetraodon_nigroviridis.10.10772524.10770752.fas,F:\Temnocora\Exon\assemble_result\nf,246,210,Thu Jul 02 10:27:46 PDT 2020,0,17 KB,urn:local:.:7yl-c44nwpg
Danio_rerio.3.32024116.32023997,0,5004,43,53.0%,Thu Jul 02 10:26:43 PDT 2020,,Danio_rerio.3.32024116.32023997.fas,F:\Temnocora\Exon\assemble_result\nf,120,99,Thu Jul 02 10:26:43 PDT 2020,0,13 KB,urn:local:.:28c-c44nrub
Danio_rerio.5.28570695.28570908,0,8913,43,63.5%,Thu Jul 02 10:26:46 PDT 2020,,Danio_rerio.5.28570695.28570908.fas,F:\Temnocora\Exon\assemble_result\nf,210,171,Thu Jul 02 10:26:46 PDT 2020,0,17 KB,urn:local:.:2ff-c44ns1s
Danio_rerio.6.17426300.17426467,0,6912,43,61.4%,Thu Jul 02 10:26:47 PDT 2020,,Danio_rerio.6.17426300.17426467.fas,F:\Temnocora\Exon\assemble_result\nf,168,135,Thu Jul 02 10:26:47 PDT 2020,0,15 KB,urn:local:.:2k0-c44ns5l
Danio_rerio.12.30792142.30792330,0,7935,43,54.0%,Thu Jul 02 10:26:23 PDT 2020,,Danio_rerio.12.30792142.30792330.fas,F:\Temnocora\Exon\assemble_result\nf,189,153,Thu Jul 02 10:26:23 PDT 2020,0,16 KB,urn:local:.:f6-c44nqb8
Danio_rerio.13.12735037.12735832,0,15714,43,69.8%,Thu Jul 02 10:26:24 PDT 2020,,Danio_rerio.13.12735037.12735832.fas,F:\Temnocora\Exon\assemble_result\nf,390,315,Thu Jul 02 10:26:24 PDT 2020,0,23 KB,urn:local:.:i3-c44nqdn
Danio_rerio.14.47035386.47035521,0,5685,43,53.4%,Thu Jul 02 10:26:27 PDT 2020,,Danio_rerio.14.47035386.47035521.fas,F:\Temnocora\Exon\assemble_result\nf,135,111,Thu Jul 02 10:26:27 PDT 2020,0,13 KB,urn:local:.:rf-c44nqm1
Danio_rerio.15.14466352.14464948,0,16701,43,48.7%,Thu Jul 02 10:26:28 PDT 2020,,Danio_rerio.15.14466352.14464948.fas,F:\Temnocora\Exon\assemble_result\nf,417,342,Thu Jul 02 10:26:28 PDT 2020,0,24 KB,urn:local:.:so-c44nqn1
Danio_rerio.16.25052243.25053002,0,15939,43,58.0%,Thu Jul 02 10:26:29 PDT 2020,,Danio_rerio.16.25052243.25053002.fas,F:\Temnocora\Exon\assemble_result\nf,381,309,Thu Jul 02 10:26:29 PDT 2020,0,23 KB,urn:local:.:yr-c44nqs4
Danio_rerio.17.12690982.12691195,0,4662,43,63.2%,Thu Jul 02 10:26:31 PDT 2020,,Danio_rerio.17.12690982.12691195.fas,F:\Temnocora\Exon\assemble_result\nf,111,90,Thu Jul 02 10:26:31 PDT 2020,0,12 KB,urn:local:.:13c-c44nqw4
